ID;ICD-10-Code;ICD-O-Code;ICD-10 Text;Label;Topography Text;Extended Label;Prompt Text
I13155;C71.6;C71.6;Bösartige Neubildung: Zerebellum;Großzelliges Medulloblastom;Kleinhirn o.n.A.;Großzelliges Medulloblastom (Kleinhirn ohne nähere Angabe);Bösartige Neubildung: Zerebellum (Kleinhirn ohne nähere Angabe)
I39510_2;C71.6;C71.6;Bösartige Neubildung: Zerebellum;Klassisches Medulloblastom;Kleinhirn o.n.A.;Klassisches Medulloblastom (Kleinhirn ohne nähere Angabe);Bösartige Neubildung: Zerebellum (Kleinhirn ohne nähere Angabe)
I03222;C71.6;C71.6;Bösartige Neubildung: Zerebellum;Kleinhirngliom;Kleinhirn o.n.A.;Kleinhirngliom (Kleinhirn ohne nähere Angabe);Bösartige Neubildung: Zerebellum (Kleinhirn ohne nähere Angabe)
I23988;C71.6;C71.6;Bösartige Neubildung: Zerebellum;Kleinhirnkarzinom;Kleinhirn o.n.A.;Kleinhirnkarzinom (Kleinhirn ohne nähere Angabe);Bösartige Neubildung: Zerebellum (Kleinhirn ohne nähere Angabe)
I54847;C71.6;C71.6;Bösartige Neubildung: Zerebellum;Kleinhirnkrebs;Kleinhirn o.n.A.;Kleinhirnkrebs (Kleinhirn ohne nähere Angabe);Bösartige Neubildung: Zerebellum (Kleinhirn ohne nähere Angabe)
I41338;C71.6;C71.6;Bösartige Neubildung: Zerebellum;Malignes Teratom des Zerebellums;Kleinhirn o.n.A.;Malignes Teratom des Zerebellums (Kleinhirn ohne nähere Angabe);Bösartige Neubildung: Zerebellum (Kleinhirn ohne nähere Angabe)
I19492;C71.6;C71.6;Bösartige Neubildung: Zerebellum;Medulloblastom;Kleinhirn o.n.A.;Medulloblastom (Kleinhirn ohne nähere Angabe);Bösartige Neubildung: Zerebellum (Kleinhirn ohne nähere Angabe)
I92689;C71.6;C71.6;Bösartige Neubildung: Zerebellum;Medulloblastom mit extensiver Nodularität;Kleinhirn o.n.A.;Medulloblastom mit extensiver Nodularität (Kleinhirn ohne nähere Angabe);Bösartige Neubildung: Zerebellum (Kleinhirn ohne nähere Angabe)
I90746;C71.6;C71.6;Bösartige Neubildung: Zerebellum;Medulloepitheliom des Kleinhirns;Kleinhirn o.n.A.;Medulloepitheliom des Kleinhirns (Kleinhirn ohne nähere Angabe);Bösartige Neubildung: Zerebellum (Kleinhirn ohne nähere Angabe)
I18384;C71.6;C71.6;Bösartige Neubildung: Zerebellum;Medullomyoblastom;Kleinhirn o.n.A.;Medullomyoblastom (Kleinhirn ohne nähere Angabe);Bösartige Neubildung: Zerebellum (Kleinhirn ohne nähere Angabe)
I84995;C71.6;C71.6;Bösartige Neubildung: Zerebellum;Oligoastrozytischer Tumor des Kleinhirns;Kleinhirn o.n.A.;Oligoastrozytischer Tumor des Kleinhirns (Kleinhirn ohne nähere Angabe);Bösartige Neubildung: Zerebellum (Kleinhirn ohne nähere Angabe)
I05578;C71.6;C71.6;Bösartige Neubildung: Zerebellum;Oligoastrozytom des Kleinhirns;Kleinhirn o.n.A.;Oligoastrozytom des Kleinhirns (Kleinhirn ohne nähere Angabe);Bösartige Neubildung: Zerebellum (Kleinhirn ohne nähere Angabe)
I37801;C71.6;C71.6;Bösartige Neubildung: Zerebellum;Oligodendrogliom des Kleinhirns;Kleinhirn o.n.A.;Oligodendrogliom des Kleinhirns (Kleinhirn ohne nähere Angabe);Bösartige Neubildung: Zerebellum (Kleinhirn ohne nähere Angabe)
I59577;C71.6;C71.6;Bösartige Neubildung: Zerebellum;Pilomyxoides Astrozytom des Kleinhirns;Kleinhirn o.n.A.;Pilomyxoides Astrozytom des Kleinhirns (Kleinhirn ohne nähere Angabe);Bösartige Neubildung: Zerebellum (Kleinhirn ohne nähere Angabe)
I07971;C71.6;C71.6;Bösartige Neubildung: Zerebellum;Pilozytisches Astrozytom des Kleinhirns;Kleinhirn o.n.A.;Pilozytisches Astrozytom des Kleinhirns (Kleinhirn ohne nähere Angabe);Bösartige Neubildung: Zerebellum (Kleinhirn ohne nähere Angabe)
I65167;C71.6;C71.6;Bösartige Neubildung: Zerebellum;Pleomorphes Xanthoastrozytom des Kleinhirns;Kleinhirn o.n.A.;Pleomorphes Xanthoastrozytom des Kleinhirns (Kleinhirn ohne nähere Angabe);Bösartige Neubildung: Zerebellum (Kleinhirn ohne nähere Angabe)
I90535;C71.6;C71.6;Bösartige Neubildung: Zerebellum;Primitiver neuroektodermaler Tumor des Kleinhirns;Kleinhirn o.n.A.;Primitiver neuroektodermaler Tumor des Kleinhirns (Kleinhirn ohne nähere Angabe);Bösartige Neubildung: Zerebellum (Kleinhirn ohne nähere Angabe)
I61477;C71.6;C71.6;Bösartige Neubildung: Zerebellum;Protoplasmatisches Astrozytom des Kleinhirns;Kleinhirn o.n.A.;Protoplasmatisches Astrozytom des Kleinhirns (Kleinhirn ohne nähere Angabe);Bösartige Neubildung: Zerebellum (Kleinhirn ohne nähere Angabe)
I77091;C71.6;C71.6;Bösartige Neubildung: Zerebellum;Riesenzellglioblastom des Kleinhirns;Kleinhirn o.n.A.;Riesenzellglioblastom des Kleinhirns (Kleinhirn ohne nähere Angabe);Bösartige Neubildung: Zerebellum (Kleinhirn ohne nähere Angabe)
I80451;C71.6;C71.6;Bösartige Neubildung: Zerebellum;Sarcoma cerebelli;Kleinhirn o.n.A.;Sarcoma cerebelli (Kleinhirn ohne nähere Angabe);Bösartige Neubildung: Zerebellum (Kleinhirn ohne nähere Angabe)
I43622;C71.6;C71.6;Bösartige Neubildung: Zerebellum;Umschriebenes arachnoidales Zerebellarsarkom;Kleinhirn o.n.A.;Umschriebenes arachnoidales Zerebellarsarkom (Kleinhirn ohne nähere Angabe);Bösartige Neubildung: Zerebellum (Kleinhirn ohne nähere Angabe)
I94132;C71.6;C71.6;Bösartige Neubildung: Zerebellum;Umschriebenes Kleinhirnsarkom;Kleinhirn o.n.A.;Umschriebenes Kleinhirnsarkom (Kleinhirn ohne nähere Angabe);Bösartige Neubildung: Zerebellum (Kleinhirn ohne nähere Angabe)
I29565;C71.6;C71.6;Bösartige Neubildung: Zerebellum;Zerebellares Astrozytom;Kleinhirn o.n.A.;Zerebellares Astrozytom (Kleinhirn ohne nähere Angabe);Bösartige Neubildung: Zerebellum (Kleinhirn ohne nähere Angabe)
I20657;C71.6;C71.6;Bösartige Neubildung: Zerebellum;Zerebellarsarkom;Kleinhirn o.n.A.;Zerebellarsarkom (Kleinhirn ohne nähere Angabe);Bösartige Neubildung: Zerebellum (Kleinhirn ohne nähere Angabe)
I12911;C71.7;C71.7;Bösartige Neubildung: Hirnstamm;Anaplastisches Astrozytom des Hirnstamms;Hirnstamm;Anaplastisches Astrozytom des Hirnstamms;Bösartige Neubildung: Hirnstamm
I55624;C71.7;C71.7;Bösartige Neubildung: Hirnstamm;Anaplastisches Ependymom des vierten Ventrikels;Hirnstamm;Anaplastisches Ependymom des vierten Ventrikels (Hirnstamm);Bösartige Neubildung: Hirnstamm
I72047;C71.7;C71.7;Bösartige Neubildung: Hirnstamm;Anaplastisches Gangliogliom des Hirnstamms;Hirnstamm;Anaplastisches Gangliogliom des Hirnstamms;Bösartige Neubildung: Hirnstamm
I26491;C71.7;C71.7;Bösartige Neubildung: Hirnstamm;Anaplastisches Gangliogliom des vierten Ventrikels;Hirnstamm;Anaplastisches Gangliogliom des vierten Ventrikels (Hirnstamm);Bösartige Neubildung: Hirnstamm
I32415;C71.7;C71.7;Bösartige Neubildung: Hirnstamm;Anaplastisches Oligoastrozytom des Hirnstamms;Hirnstamm;Anaplastisches Oligoastrozytom des Hirnstamms;Bösartige Neubildung: Hirnstamm
I45725;C71.7;C71.7;Bösartige Neubildung: Hirnstamm;Anaplastisches Oligodendrogliom des Hirnstamms;Hirnstamm;Anaplastisches Oligodendrogliom des Hirnstamms;Bösartige Neubildung: Hirnstamm
I07893_1;C71.7;C71.7;Bösartige Neubildung: Hirnstamm;Anaplastisches Oligodendrogliom des vierten Ventrikels;Hirnstamm;Anaplastisches Oligodendrogliom des vierten Ventrikels (Hirnstamm);Bösartige Neubildung: Hirnstamm
I64432;C71.7;C71.7;Bösartige Neubildung: Hirnstamm;Astroblastom des Hirnstamms;Hirnstamm;Astroblastom des Hirnstamms;Bösartige Neubildung: Hirnstamm
I98362;C71.7;C71.7;Bösartige Neubildung: Hirnstamm;Astrozytom der Medulla oblongata;Hirnstamm;Astrozytom der Medulla oblongata (Hirnstamm);Bösartige Neubildung: Hirnstamm
I63584;C71.7;C71.7;Bösartige Neubildung: Hirnstamm;Astrozytom des Hirnstamms;Hirnstamm;Astrozytom des Hirnstamms;Bösartige Neubildung: Hirnstamm
I33994;C71.7;C71.7;Bösartige Neubildung: Hirnstamm;Bösartige infratentorielle Neubildung;Hirnstamm;Bösartige infratentorielle Neubildung (Hirnstamm);Bösartige Neubildung: Hirnstamm
I44760;C71.7;C71.7;Bösartige Neubildung: Hirnstamm;Bösartige Neubildung der Medulla oblongata;Hirnstamm;Bösartige Neubildung der Medulla oblongata (Hirnstamm);Bösartige Neubildung: Hirnstamm
I89580;C71.7;C71.7;Bösartige Neubildung: Hirnstamm;Bösartige Neubildung der Oliva;Hirnstamm;Bösartige Neubildung der Oliva (Hirnstamm);Bösartige Neubildung: Hirnstamm
I50515;C71.7;C71.7;Bösartige Neubildung: Hirnstamm;Bösartige Neubildung der Pyramis medullae oblongatae;Hirnstamm;Bösartige Neubildung der Pyramis medullae oblongatae (Hirnstamm);Bösartige Neubildung: Hirnstamm
I44493;C71.7;C71.7;Bösartige Neubildung: Hirnstamm;Bösartige Neubildung des Hirnstamms;Hirnstamm;Bösartige Neubildung des Hirnstamms;Bösartige Neubildung: Hirnstamm
I79696;C71.7;C71.7;Bösartige Neubildung: Hirnstamm;Bösartige Neubildung des Mittelhirns;Hirnstamm;Bösartige Neubildung des Mittelhirns (Hirnstamm);Bösartige Neubildung: Hirnstamm
I17520;C71.7;C71.7;Bösartige Neubildung: Hirnstamm;Bösartige Neubildung des Pedunculus;Hirnstamm;Bösartige Neubildung des Pedunculus (Hirnstamm);Bösartige Neubildung: Hirnstamm
I31752;C71.7;C71.7;Bösartige Neubildung: Hirnstamm;Bösartige Neubildung des Pedunculus cerebri;Hirnstamm;Bösartige Neubildung des Pedunculus cerebri (Hirnstamm);Bösartige Neubildung: Hirnstamm
I07998;C71.7;C71.7;Bösartige Neubildung: Hirnstamm;Bösartige Neubildung des Plexus chorioideus des vierten Ventrikels;Hirnstamm;Bösartige Neubildung des Plexus chorioideus des vierten Ventrikels (Hirnstamm);Bösartige Neubildung: Hirnstamm
I13543;C71.7;C71.7;Bösartige Neubildung: Hirnstamm;Bösartige Neubildung des Pons Varoli;Hirnstamm;Bösartige Neubildung des Pons Varoli (Hirnstamm);Bösartige Neubildung: Hirnstamm
I47122;C71.7;C71.7;Bösartige Neubildung: Hirnstamm;Bösartige Neubildung des vierten Ventrikels;Hirnstamm;Bösartige Neubildung des vierten Ventrikels (Hirnstamm);Bösartige Neubildung: Hirnstamm
I49167;C71.7;C71.7;Bösartige Neubildung: Hirnstamm;Diffuses Astrozytom des Hirnstamms;Hirnstamm;Diffuses Astrozytom des Hirnstamms;Bösartige Neubildung: Hirnstamm
I28338;C71.7;C71.7;Bösartige Neubildung: Hirnstamm;Diffuses intrinsisches Ponsgliom;Hirnstamm;Diffuses intrinsisches Ponsgliom (Hirnstamm);Bösartige Neubildung: Hirnstamm
I70064;C71.7;C71.7;Bösartige Neubildung: Hirnstamm;Ependymoblastom des vierten Ventrikels;Hirnstamm;Ependymoblastom des vierten Ventrikels (Hirnstamm);Bösartige Neubildung: Hirnstamm
I82941;C71.7;C71.7;Bösartige Neubildung: Hirnstamm;Ependymom des vierten Ventrikels;Hirnstamm;Ependymom des vierten Ventrikels (Hirnstamm);Bösartige Neubildung: Hirnstamm
I61484;C71.7;C71.7;Bösartige Neubildung: Hirnstamm;Glioblastom des Hirnstamms;Hirnstamm;Glioblastom des Hirnstamms;Bösartige Neubildung: Hirnstamm
I92084;C71.7;C71.7;Bösartige Neubildung: Hirnstamm;Gliosarkom des Hirnstamms;Hirnstamm;Gliosarkom des Hirnstamms;Bösartige Neubildung: Hirnstamm
I76691;C71.7;C71.7;Bösartige Neubildung: Hirnstamm;Hirnstammgliom;Hirnstamm;Hirnstammgliom;Bösartige Neubildung: Hirnstamm
I79880;C71.7;C71.7;Bösartige Neubildung: Hirnstamm;Hirnstammkarzinom;Hirnstamm;Hirnstammkarzinom;Bösartige Neubildung: Hirnstamm
I06286;C71.7;C71.7;Bösartige Neubildung: Hirnstamm;Hirnstammkrebs;Hirnstamm;Hirnstammkrebs;Bösartige Neubildung: Hirnstamm
I12255;C71.7;C71.7;Bösartige Neubildung: Hirnstamm;Malignes Teratom des Hirnstamms;Hirnstamm;Malignes Teratom des Hirnstamms;Bösartige Neubildung: Hirnstamm
I54071;C71.7;C71.7;Bösartige Neubildung: Hirnstamm;Medulloepitheliom des Hirnstamms;Hirnstamm;Medulloepitheliom des Hirnstamms;Bösartige Neubildung: Hirnstamm
I45737;C71.7;C71.7;Bösartige Neubildung: Hirnstamm;Oligoastrozytischer Tumor des Hirnstamms;Hirnstamm;Oligoastrozytischer Tumor des Hirnstamms;Bösartige Neubildung: Hirnstamm
I43424;C71.7;C71.7;Bösartige Neubildung: Hirnstamm;Oligoastrozytom des Hirnstamms;Hirnstamm;Oligoastrozytom des Hirnstamms;Bösartige Neubildung: Hirnstamm
I25496;C71.7;C71.7;Bösartige Neubildung: Hirnstamm;Oligodendrogliom des Hirnstamms;Hirnstamm;Oligodendrogliom des Hirnstamms;Bösartige Neubildung: Hirnstamm
I56264;C71.7;C71.7;Bösartige Neubildung: Hirnstamm;Oligodendrogliom des vierten Ventrikels;Hirnstamm;Oligodendrogliom des vierten Ventrikels (Hirnstamm);Bösartige Neubildung: Hirnstamm
I97668;C71.7;C71.7;Bösartige Neubildung: Hirnstamm;Pilomyxoides Astrozytom des Hirnstamms;Hirnstamm;Pilomyxoides Astrozytom des Hirnstamms;Bösartige Neubildung: Hirnstamm
I68826;C71.7;C71.7;Bösartige Neubildung: Hirnstamm;Pilomyxoides Astrozytom des vierten Ventrikels;Hirnstamm;Pilomyxoides Astrozytom des vierten Ventrikels (Hirnstamm);Bösartige Neubildung: Hirnstamm
I65228;C71.7;C71.7;Bösartige Neubildung: Hirnstamm;Pilozytisches Astrozytom des vierten Ventrikels;Hirnstamm;Pilozytisches Astrozytom des vierten Ventrikels (Hirnstamm);Bösartige Neubildung: Hirnstamm
I73692;C71.7;C71.7;Bösartige Neubildung: Hirnstamm;Pleomorphes Xanthoastrozytom des vierten Ventrikels;Hirnstamm;Pleomorphes Xanthoastrozytom des vierten Ventrikels (Hirnstamm);Bösartige Neubildung: Hirnstamm
I45139;C71.7;C71.7;Bösartige Neubildung: Hirnstamm;Primitiver neuroektodermaler Tumor des vierten Ventrikels;Hirnstamm;Primitiver neuroektodermaler Tumor des vierten Ventrikels (Hirnstamm);Bösartige Neubildung: Hirnstamm
I07159;C71.7;C71.7;Bösartige Neubildung: Hirnstamm;Protoplasmatisches Astrozytom des Hirnstamms;Hirnstamm;Protoplasmatisches Astrozytom des Hirnstamms;Bösartige Neubildung: Hirnstamm
I96910;C71.7;C71.7;Bösartige Neubildung: Hirnstamm;Riesenzellglioblastom des Hirnstamms;Hirnstamm;Riesenzellglioblastom des Hirnstamms;Bösartige Neubildung: Hirnstamm
I93862;C71.8;C71.8;Bösartige Neubildung: Gehirn, mehrere Teilbereiche überlappend;Anaplastisches Astrozytom des Gehirns, mehrere Teilbereiche überlappend;Gehirn, mehrere Teilbereiche überlappend;Anaplastisches Astrozytom des Gehirns, mehrere Teilbereiche überlappend (Gehirn, mehrere Teilbereiche überlappend);Bösartige Neubildung: Gehirn, mehrere Teilbereiche überlappend
I39192;C71.8;C71.8;Bösartige Neubildung: Gehirn, mehrere Teilbereiche überlappend;Anaplastisches Gangliogliom des Gehirns, mehrere Teilbereiche überlappend;Gehirn, mehrere Teilbereiche überlappend;Anaplastisches Gangliogliom des Gehirns, mehrere Teilbereiche überlappend (Gehirn, mehrere Teilbereiche überlappend);Bösartige Neubildung: Gehirn, mehrere Teilbereiche überlappend
I64072;C71.8;C71.8;Bösartige Neubildung: Gehirn, mehrere Teilbereiche überlappend;Anaplastisches Oligoastrozytom des Gehirns, mehrere Teilbereiche überlappend;Gehirn, mehrere Teilbereiche überlappend;Anaplastisches Oligoastrozytom des Gehirns, mehrere Teilbereiche überlappend (Gehirn, mehrere Teilbereiche überlappend);Bösartige Neubildung: Gehirn, mehrere Teilbereiche überlappend
I71750;C71.8;C71.8;Bösartige Neubildung: Gehirn, mehrere Teilbereiche überlappend;Anaplastisches Oligodendrogliom des Gehirns, mehrere Teilbereiche überlappend;Gehirn, mehrere Teilbereiche überlappend;Anaplastisches Oligodendrogliom des Gehirns, mehrere Teilbereiche überlappend (Gehirn, mehrere Teilbereiche überlappend);Bösartige Neubildung: Gehirn, mehrere Teilbereiche überlappend
I77441;C71.8;C71.8;Bösartige Neubildung: Gehirn, mehrere Teilbereiche überlappend;Astroblastom des Gehirns, mehrere Teilbereiche überlappend;Gehirn, mehrere Teilbereiche überlappend;Astroblastom des Gehirns, mehrere Teilbereiche überlappend (Gehirn, mehrere Teilbereiche überlappend);Bösartige Neubildung: Gehirn, mehrere Teilbereiche überlappend
I49462;C71.8;C71.8;Bösartige Neubildung: Gehirn, mehrere Teilbereiche überlappend;Astrozytom des Gehirns, mehrere Teilbereiche überlappend;Gehirn, mehrere Teilbereiche überlappend;Astrozytom des Gehirns, mehrere Teilbereiche überlappend (Gehirn, mehrere Teilbereiche überlappend);Bösartige Neubildung: Gehirn, mehrere Teilbereiche überlappend
I65018_2;C71.8;C71.8;Bösartige Neubildung: Gehirn, mehrere Teilbereiche überlappend;Bösartige Neubildung des Corpus callosum;Gehirn, mehrere Teilbereiche überlappend;Bösartige Neubildung des Corpus callosum (Gehirn, mehrere Teilbereiche überlappend);Bösartige Neubildung: Gehirn, mehrere Teilbereiche überlappend
I89486;C71.8;C71.8;Bösartige Neubildung: Gehirn, mehrere Teilbereiche überlappend;Bösartige Neubildung des Tapetum cerebri;Gehirn, mehrere Teilbereiche überlappend;Bösartige Neubildung des Tapetum cerebri (Gehirn, mehrere Teilbereiche überlappend);Bösartige Neubildung: Gehirn, mehrere Teilbereiche überlappend
I30762_2;C71.8;C71.8;Bösartige Neubildung: Gehirn, mehrere Teilbereiche überlappend;Diffuses Astrozytom des Gehirns, mehrere Teilbereiche überlappend;Gehirn, mehrere Teilbereiche überlappend;Diffuses Astrozytom des Gehirns, mehrere Teilbereiche überlappend (Gehirn, mehrere Teilbereiche überlappend);Bösartige Neubildung: Gehirn, mehrere Teilbereiche überlappend
I07550;C71.8;C71.8;Bösartige Neubildung: Gehirn, mehrere Teilbereiche überlappend;Ependymoblastom des Gehirns, mehrere Teilbereiche überlappend;Gehirn, mehrere Teilbereiche überlappend;Ependymoblastom des Gehirns, mehrere Teilbereiche überlappend (Gehirn, mehrere Teilbereiche überlappend);Bösartige Neubildung: Gehirn, mehrere Teilbereiche überlappend
I76214_1;C71.8;C71.8;Bösartige Neubildung: Gehirn, mehrere Teilbereiche überlappend;Ependymom des Gehirns, mehrere Teilbereiche überlappend;Gehirn, mehrere Teilbereiche überlappend;Ependymom des Gehirns, mehrere Teilbereiche überlappend (Gehirn, mehrere Teilbereiche überlappend);Bösartige Neubildung: Gehirn, mehrere Teilbereiche überlappend
I45709;C71.8;C71.8;Bösartige Neubildung: Gehirn, mehrere Teilbereiche überlappend;Glioblastom des Gehirns, mehrere Teilbereiche überlappend;Gehirn, mehrere Teilbereiche überlappend;Glioblastom des Gehirns, mehrere Teilbereiche überlappend (Gehirn, mehrere Teilbereiche überlappend);Bösartige Neubildung: Gehirn, mehrere Teilbereiche überlappend
I28213_2;C71.8;C71.8;Bösartige Neubildung: Gehirn, mehrere Teilbereiche überlappend;Gliosarkom des Gehirns, mehrere Teilbereiche überlappend;Gehirn, mehrere Teilbereiche überlappend;Gliosarkom des Gehirns, mehrere Teilbereiche überlappend (Gehirn, mehrere Teilbereiche überlappend);Bösartige Neubildung: Gehirn, mehrere Teilbereiche überlappend
I83244;C71.8;C71.8;Bösartige Neubildung: Gehirn, mehrere Teilbereiche überlappend;Malignes Gliom des Gehirns, mehrere Teilbereiche überlappend;Gehirn, mehrere Teilbereiche überlappend;Malignes Gliom des Gehirns, mehrere Teilbereiche überlappend (Gehirn, mehrere Teilbereiche überlappend);Bösartige Neubildung: Gehirn, mehrere Teilbereiche überlappend
I39520;C71.8;C71.8;Bösartige Neubildung: Gehirn, mehrere Teilbereiche überlappend;Malignes Teratom des Gehirns, mehrere Teilbereiche überlappend;Gehirn, mehrere Teilbereiche überlappend;Malignes Teratom des Gehirns, mehrere Teilbereiche überlappend (Gehirn, mehrere Teilbereiche überlappend);Bösartige Neubildung: Gehirn, mehrere Teilbereiche überlappend
I41090;C71.8;C71.8;Bösartige Neubildung: Gehirn, mehrere Teilbereiche überlappend;Medulloepitheliom des Gehirns, mehrere Teilbereiche überlappend;Gehirn, mehrere Teilbereiche überlappend;Medulloepitheliom des Gehirns, mehrere Teilbereiche überlappend (Gehirn, mehrere Teilbereiche überlappend);Bösartige Neubildung: Gehirn, mehrere Teilbereiche überlappend
I67960_2;C71.8;C71.8;Bösartige Neubildung: Gehirn, mehrere Teilbereiche überlappend;Oligoastrozytischer Tumor des Gehirns, mehrere Teilbereiche überlappend;Gehirn, mehrere Teilbereiche überlappend;Oligoastrozytischer Tumor des Gehirns, mehrere Teilbereiche überlappend (Gehirn, mehrere Teilbereiche überlappend);Bösartige Neubildung: Gehirn, mehrere Teilbereiche überlappend
I44558;C71.8;C71.8;Bösartige Neubildung: Gehirn, mehrere Teilbereiche überlappend;Oligoastrozytom des Gehirns, mehrere Teilbereiche überlappend;Gehirn, mehrere Teilbereiche überlappend;Oligoastrozytom des Gehirns, mehrere Teilbereiche überlappend (Gehirn, mehrere Teilbereiche überlappend);Bösartige Neubildung: Gehirn, mehrere Teilbereiche überlappend
